"Year","No.leaves","Stalk_Height","Leaf.length","No.umbels","umbel.diam","demo.note","proc.note","edited","plantid","Plot","trt","obs.alive","surv"
2021,6,NA,13,0,NA,"",NA,FALSE,"3848_15_10J","15","drought",TRUE,TRUE
2022,3,28,20,2,"SOS","",NA,FALSE,"3848_15_10J","15","drought",TRUE,TRUE
2023,0,NA,NA,NA,NA,"NP",NA,FALSE,"3848_15_10J","15","drought",FALSE,FALSE
2021,2,NA,13.5,0,NA,"",NA,FALSE,"3850_1_17E","1","irrigated",TRUE,TRUE
2022,1,NA,19.5,0,NA,"",NA,FALSE,"3850_1_17E","1","irrigated",TRUE,TRUE
2023,2,27.5,14,1,"4","",NA,FALSE,"3850_1_17E","1","irrigated",TRUE,TRUE
2016,3,NA,7.5,0,NA,"",NA,FALSE,"3853_13_16A","13","control",TRUE,TRUE
2017,6,NA,15,3,"2.5","",NA,FALSE,"3853_13_16A","13","control",TRUE,TRUE
2018,5,12.5,12.5,0,NA,"",NA,FALSE,"3853_13_16A","13","control",TRUE,TRUE
2019,10,22,20.5,1,"4","",NA,FALSE,"3853_13_16A","13","control",TRUE,TRUE
2020,2,NA,11.3,0,NA,"",NA,FALSE,"3853_13_16A","13","control",TRUE,TRUE
2021,7,26,19,1,"3","",NA,FALSE,"3853_13_16A","13","control",TRUE,TRUE
2022,6,29,12,4,"SOS","",NA,FALSE,"3853_13_16A","13","control",TRUE,TRUE
2023,8,35,15,5,"SOS","",NA,FALSE,"3853_13_16A","13","control",TRUE,TRUE
2016,3,NA,10.1,0,NA,"",NA,FALSE,"3858_2_6B","2","control",TRUE,TRUE
2017,3,NA,8.3,0,NA,"",NA,FALSE,"3858_2_6B","2","control",TRUE,TRUE
2018,3,5.5,13,1,"0.5","",NA,FALSE,"3858_2_6B","2","control",TRUE,TRUE
2019,1,NA,13,0,NA,"",NA,FALSE,"3858_2_6B","2","control",TRUE,TRUE
2020,1,NA,11.8,0,NA,"",NA,FALSE,"3858_2_6B","2","control",TRUE,TRUE
2021,2,NA,19,0,NA,"",NA,FALSE,"3858_2_6B","2","control",TRUE,TRUE
2022,1,NA,20,0,NA,"",NA,FALSE,"3858_2_6B","2","control",TRUE,TRUE
2023,2,31,13.5,1,"3.5","dead umbel?",NA,FALSE,"3858_2_6B","2","control",TRUE,TRUE
2016,3,NA,8.2,3,"5.8","",NA,FALSE,"3860_1_3D","1","irrigated",TRUE,TRUE
2017,4,NA,12.5,1,"4","",NA,FALSE,"3860_1_3D","1","irrigated",TRUE,TRUE
2018,2,12.5,12.5,0,NA,"",NA,FALSE,"3860_1_3D","1","irrigated",TRUE,TRUE
2019,1,NA,8,0,NA,"",NA,FALSE,"3860_1_3D","1","irrigated",TRUE,TRUE
2020,2,NA,12.5,0,NA,"",NA,FALSE,"3860_1_3D","1","irrigated",TRUE,TRUE
2021,1,NA,13,0,NA,"",NA,FALSE,"3860_1_3D","1","irrigated",TRUE,TRUE
2022,7,NA,21,0,NA,"",NA,FALSE,"3860_1_3D","1","irrigated",TRUE,TRUE
2023,2,35,18,1,"9","",NA,FALSE,"3860_1_3D","1","irrigated",TRUE,TRUE
2016,4,NA,6.8,1,"1.1","",NA,FALSE,"3861_2_7A","2","control",TRUE,TRUE
2017,4,NA,5.2,0,NA,"Could be 2 plants",NA,FALSE,"3861_2_7A","2","control",TRUE,TRUE
2018,2,8,8,0,NA,"",NA,FALSE,"3861_2_7A","2","control",TRUE,TRUE
2019,1,NA,6,0,NA,"",NA,FALSE,"3861_2_7A","2","control",TRUE,TRUE
2020,1,NA,6.7,0,NA,"",NA,FALSE,"3861_2_7A","2","control",TRUE,TRUE
2021,1,NA,8,0,NA,"",NA,FALSE,"3861_2_7A","2","control",TRUE,TRUE
2022,2,NA,10,0,NA,"",NA,FALSE,"3861_2_7A","2","control",TRUE,TRUE
2023,1,NA,10.5,0,NA,"",NA,FALSE,"3861_2_7A","2","control",TRUE,TRUE
2016,4,NA,7.5,2,"2.1","",NA,FALSE,"3863_15_8I","15","drought",TRUE,TRUE
2017,7,NA,9.5,3,"3","",NA,FALSE,"3863_15_8I","15","drought",TRUE,TRUE
2018,6,18.5,16,1,"2.3","",NA,FALSE,"3863_15_8I","15","drought",TRUE,TRUE
2019,2,19.5,8.5,1,"2.5","",NA,FALSE,"3863_15_8I","15","drought",TRUE,TRUE
2020,2,12.5,13.7,1,"1.4","",NA,FALSE,"3863_15_8I","15","drought",TRUE,TRUE
2021,2,11,15,1,"3","",NA,FALSE,"3863_15_8I","15","drought",TRUE,TRUE
2022,3,27,15,2,"SOS","",NA,FALSE,"3863_15_8I","15","drought",TRUE,TRUE
2023,5,35,13,3,"SOS","",NA,FALSE,"3863_15_8I","15","drought",TRUE,TRUE
2016,1,NA,7,0,NA,"",NA,FALSE,"3864_2_8G","2","control",TRUE,TRUE
2017,1,NA,8,0,NA,"",NA,FALSE,"3864_2_8G","2","control",TRUE,TRUE
2018,1,8,8,0,NA,"",NA,FALSE,"3864_2_8G","2","control",TRUE,TRUE
2019,1,NA,11,0,NA,"",NA,FALSE,"3864_2_8G","2","control",TRUE,TRUE
2020,1,NA,9.9,0,NA,"",NA,FALSE,"3864_2_8G","2","control",TRUE,TRUE
2021,0,NA,NA,NA,NA,"NP",NA,FALSE,"3864_2_8G","2","control",FALSE,FALSE
2022,0,NA,NA,NA,NA,"NP. Tag pulled",NA,FALSE,"3864_2_8G","2","control",FALSE,FALSE
2016,3,NA,7,0,NA,"",NA,FALSE,"3865_2_9F","2","control",TRUE,TRUE
2017,3,NA,7,0,NA,"",NA,FALSE,"3865_2_9F","2","control",TRUE,TRUE
2018,2,12.5,12.5,0,NA,"",NA,FALSE,"3865_2_9F","2","control",TRUE,TRUE
2019,1,NA,11,0,NA,"",NA,FALSE,"3865_2_9F","2","control",TRUE,TRUE
2020,NA,NA,NA,NA,NA,"no plant","NA; survival imputed based on subsq. record",TRUE,"3865_2_9F","2","control",FALSE,TRUE
2021,3,NA,12,0,NA,"",NA,FALSE,"3865_2_9F","2","control",TRUE,TRUE
2022,3,22.5,24,1,"4.5","",NA,FALSE,"3865_2_9F","2","control",TRUE,TRUE
2023,0,NA,NA,NA,NA,"NP",NA,FALSE,"3865_2_9F","2","control",FALSE,FALSE
2016,8,NA,6.5,1,"10","","tag mis-entered as 3866 in 2016",TRUE,"3866_7_10B","7","drought",TRUE,TRUE
2017,5,NA,17,2,"5","",NA,FALSE,"3866_7_10B","7","drought",TRUE,TRUE
2018,3,24.5,12,2,"4.8","tag says '3886'",NA,FALSE,"3866_7_10B","7","drought",TRUE,TRUE
2019,1,24.5,10.5,1,"5","",NA,FALSE,"3866_7_10B","7","drought",TRUE,TRUE
2020,0,NA,NA,NA,NA,"no plant","NA; survival imputed based on subsq. record",TRUE,"3866_7_10B","7","drought",FALSE,TRUE
2021,2,12.5,15,1,"3","",NA,FALSE,"3866_7_10B","7","drought",TRUE,TRUE
2022,3,55,14,2,"SOS","Tag says 3886, typo? No other 10B/C tag",NA,FALSE,"3866_7_10B","7","drought",TRUE,TRUE
2023,3,38,26,1,"6","",NA,FALSE,"3866_7_10B","7","drought",TRUE,TRUE
2016,4,NA,10.5,2,"5.5","",NA,FALSE,"3868_15_15A","15","drought",TRUE,TRUE
2017,5,NA,14.5,2,"3","",NA,FALSE,"3868_15_15A","15","drought",TRUE,TRUE
2018,4,17,16,1,"3.6","",NA,FALSE,"3868_15_15A","15","drought",TRUE,TRUE
2019,2,12.5,8,1,"2.5","",NA,FALSE,"3868_15_15A","15","drought",TRUE,TRUE
2020,NA,NA,NA,NA,NA,"","NA; survival imputed based on subsq. record",TRUE,"3868_15_15A","15","drought",FALSE,TRUE
2021,7,12,19.5,2,"1","",NA,FALSE,"3868_15_15A","15","drought",TRUE,TRUE
2022,8,41,20,5,"SOS","",NA,FALSE,"3868_15_15A","15","drought",TRUE,TRUE
2023,6,51,17,3,"SOS","not tracking phenology",NA,FALSE,"3868_15_15A","15","drought",TRUE,TRUE
2016,4,NA,5.7,2,"2.7","",NA,FALSE,"3869_5_18E","5","drought",TRUE,TRUE
2017,4,NA,14.5,2,"3.5","",NA,FALSE,"3869_5_18E","5","drought",TRUE,TRUE
2018,1,17,17,0,NA,"",NA,FALSE,"3869_5_18E","5","drought",TRUE,TRUE
2019,NA,NA,NA,NA,NA,"NPNT","NA; survival imputed based on subsq. record",TRUE,"3869_5_18E","5","drought",FALSE,TRUE
2020,NA,NA,NA,NA,NA,"","NA; survival imputed based on subsq. record",TRUE,"3869_5_18E","5","drought",FALSE,TRUE
2021,1,NA,15,0,NA,"",NA,FALSE,"3869_5_18E","5","drought",TRUE,TRUE
2022,2,22,15,1,"4","",NA,FALSE,"3869_5_18E","5","drought",TRUE,TRUE
2023,2,31,18,2,"SOS","",NA,FALSE,"3869_5_18E","5","drought",TRUE,TRUE
2016,9,NA,9.5,1,"2.8","",NA,FALSE,"3871_1_8J","1","irrigated",TRUE,TRUE
2017,NA,NA,NA,NA,NA,"NP/NT","NA; survival imputed based on subsq. record",TRUE,"3871_1_8J","1","irrigated",FALSE,TRUE
2018,4,10.5,16.5,1,"1.2","",NA,FALSE,"3871_1_8J","1","irrigated",TRUE,TRUE
2019,1,NA,11,0,NA,"",NA,FALSE,"3871_1_8J","1","irrigated",TRUE,TRUE
2020,NA,NA,NA,NA,NA,"NPNT",NA,FALSE,"3871_1_8J","1","irrigated",FALSE,FALSE
2021,0,NA,NA,NA,NA,"NP",NA,FALSE,"3871_1_8J","1","irrigated",FALSE,FALSE
2022,0,NA,NA,NA,NA,"NP, tag pulled",NA,FALSE,"3871_1_8J","1","irrigated",FALSE,FALSE
2016,6,NA,7,1,"2.1","",NA,FALSE,"3874_7_8C","7","drought",TRUE,TRUE
2017,4,NA,22,1,"4","",NA,FALSE,"3874_7_8C","7","drought",TRUE,TRUE
2018,3,33,18,1,"2.8","",NA,FALSE,"3874_7_8C","7","drought",TRUE,TRUE
2019,2,33,21.5,1,"3","",NA,FALSE,"3874_7_8C","7","drought",TRUE,TRUE
2020,2,22.3,10.2,1,"2.6","",NA,FALSE,"3874_7_8C","7","drought",TRUE,TRUE
2021,3,8,16,1,NA,"",NA,FALSE,"3874_7_8C","7","drought",TRUE,TRUE
2022,4,53,25.5,1,"4.5","",NA,FALSE,"3874_7_8C","7","drought",TRUE,TRUE
2023,3,41,20,2,"SOS","",NA,FALSE,"3874_7_8C","7","drought",TRUE,TRUE
2016,7,NA,13.2,3,"3.9","",NA,FALSE,"3875_1_9B","1","irrigated",TRUE,TRUE
2017,2,NA,16,0,NA,"",NA,FALSE,"3875_1_9B","1","irrigated",TRUE,TRUE
2018,1,8,8,0,NA,"",NA,FALSE,"3875_1_9B","1","irrigated",TRUE,TRUE
2019,1,NA,14,0,NA,"",NA,FALSE,"3875_1_9B","1","irrigated",TRUE,TRUE
2020,1,NA,15,0,NA,"",NA,FALSE,"3875_1_9B","1","irrigated",TRUE,TRUE
2021,0,NA,NA,NA,NA,"NP",NA,FALSE,"3875_1_9B","1","irrigated",FALSE,FALSE
2022,0,NA,NA,NA,NA,"NP, tag pulled",NA,FALSE,"3875_1_9B","1","irrigated",FALSE,FALSE
2016,6,NA,7.2,0,NA,"",NA,FALSE,"3876_12_11H","12","irrigated",TRUE,TRUE
2017,1,NA,8,0,NA,"",NA,FALSE,"3876_12_11H","12","irrigated",TRUE,TRUE
2018,1,12,12,0,NA,"",NA,FALSE,"3876_12_11H","12","irrigated",TRUE,TRUE
2019,4,22.5,14,2,"3","",NA,FALSE,"3876_12_11H","12","irrigated",TRUE,TRUE
2020,0,NA,NA,NA,NA,"no plant","NA; survival imputed based on subsq. record",TRUE,"3876_12_11H","12","irrigated",FALSE,TRUE
2021,1,NA,14,0,NA,"",NA,FALSE,"3876_12_11H","12","irrigated",TRUE,TRUE
2022,1,NA,10.5,0,NA,"",NA,FALSE,"3876_12_11H","12","irrigated",TRUE,TRUE
2023,0,NA,NA,NA,NA,"NP",NA,FALSE,"3876_12_11H","12","irrigated",FALSE,FALSE
2016,3,NA,4,0,NA,"",NA,FALSE,"3877_5_3J","5","drought",TRUE,TRUE
2017,2,NA,13,0,NA,"",NA,FALSE,"3877_5_3J","5","drought",TRUE,TRUE
2018,1,8,8,0,NA,"",NA,FALSE,"3877_5_3J","5","drought",TRUE,TRUE
2019,1,NA,11.5,0,NA,"",NA,FALSE,"3877_5_3J","5","drought",TRUE,TRUE
2020,1,NA,11.4,0,NA,"",NA,FALSE,"3877_5_3J","5","drought",TRUE,TRUE
2021,1,NA,13,0,NA,"",NA,FALSE,"3877_5_3J","5","drought",TRUE,TRUE
2022,3,18.5,21,1,"3","",NA,FALSE,"3877_5_3J","5","drought",TRUE,TRUE
2023,1,32,15.5,1,"3.5","",NA,FALSE,"3877_5_3J","5","drought",TRUE,TRUE
2016,6,NA,12.2,1,"4.5","",NA,FALSE,"3878_1_9E","1","irrigated",TRUE,TRUE
2017,NA,NA,NA,NA,NA,"NP/NT",NA,FALSE,"3878_1_9E","1","irrigated",FALSE,FALSE
2018,NA,NA,NA,NA,NA,"NP/NT",NA,FALSE,"3878_1_9E","1","irrigated",FALSE,FALSE
2019,0,NA,NA,NA,NA,"NP, found tag",NA,FALSE,"3878_1_9E","1","irrigated",FALSE,FALSE
2020,NA,NA,NA,NA,NA,"no plant",NA,FALSE,"3878_1_9E","1","irrigated",FALSE,FALSE
2021,0,NA,NA,NA,NA,"NP",NA,FALSE,"3878_1_9E","1","irrigated",FALSE,FALSE
2022,0,NA,NA,NA,NA,"NP, tag pulled",NA,FALSE,"3878_1_9E","1","irrigated",FALSE,FALSE
2016,4,NA,17,1,"5.5","",NA,FALSE,"3879_1_3D","1","irrigated",TRUE,TRUE
2017,3,NA,14.5,1,"3","",NA,FALSE,"3879_1_3D","1","irrigated",TRUE,TRUE
2018,3,15,12.5,1,"2.2","",NA,FALSE,"3879_1_3D","1","irrigated",TRUE,TRUE
2019,1,15,10,1,"3","",NA,FALSE,"3879_1_3D","1","irrigated",TRUE,TRUE
2020,1,NA,13.7,0,NA,"",NA,FALSE,"3879_1_3D","1","irrigated",TRUE,TRUE
2021,1,NA,18,0,NA,"",NA,FALSE,"3879_1_3D","1","irrigated",TRUE,TRUE
2022,2,40,15,1,"5.5","",NA,FALSE,"3879_1_3D","1","irrigated",TRUE,TRUE
2023,2,36,22,1,"7","",NA,FALSE,"3879_1_3D","1","irrigated",TRUE,TRUE
2018,3,19,17,1,"2.7","",NA,FALSE,"3881_15_5E","15","drought",TRUE,TRUE
2019,2,12,12,2,"1","",NA,FALSE,"3881_15_5E","15","drought",TRUE,TRUE
2020,0,NA,NA,NA,NA,"no plant","NA; survival imputed based on subsq. record",TRUE,"3881_15_5E","15","drought",FALSE,TRUE
2021,3,NA,15.5,0,NA,"",NA,FALSE,"3881_15_5E","15","drought",TRUE,TRUE
2022,2,NA,23.5,0,NA,"",NA,FALSE,"3881_15_5E","15","drought",TRUE,TRUE
2023,3,34,12,2,"SOS","",NA,FALSE,"3881_15_5E","15","drought",TRUE,TRUE
2017,3,NA,15.5,1,"3","",NA,FALSE,"3882_15_2I","15","drought",TRUE,TRUE
2018,4,20,20,0,NA,"",NA,FALSE,"3882_15_2I","15","drought",TRUE,TRUE
2019,1,NA,15,0,NA,"",NA,FALSE,"3882_15_2I","15","drought",TRUE,TRUE
2020,2,NA,10.5,0,NA,"1 eaten leaf",NA,FALSE,"3882_15_2I","15","drought",TRUE,TRUE
2021,2,19.5,14,1,"3","",NA,FALSE,"3882_15_2I","15","drought",TRUE,TRUE
2022,4,43,25,2,"SOS","",NA,FALSE,"3882_15_2I","15","drought",TRUE,TRUE
2023,5,41,20,4,"SOS","",NA,FALSE,"3882_15_2I","15","drought",TRUE,TRUE
2016,3,NA,6.5,0,NA,"",NA,FALSE,"3885_14_9D","14","drought",TRUE,TRUE
2017,3,NA,22,2,"2.5","",NA,FALSE,"3885_14_9D","14","drought",TRUE,TRUE
2018,1,13,13,0,NA,"",NA,FALSE,"3885_14_9D","14","drought",TRUE,TRUE
2019,1,NA,22.5,0,NA,"",NA,FALSE,"3885_14_9D","14","drought",TRUE,TRUE
2020,NA,NA,NA,NA,NA,"npnt","NA; survival imputed based on subsq. record",TRUE,"3885_14_9D","14","drought",FALSE,TRUE
2021,2,NA,21,0,NA,"",NA,FALSE,"3885_14_9D","14","drought",TRUE,TRUE
2022,2,47,21,1,"5","",NA,FALSE,"3885_14_9D","14","drought",TRUE,TRUE
2023,2,47.5,32,1,"7.5","stalk broken",NA,FALSE,"3885_14_9D","14","drought",TRUE,TRUE
2017,2,NA,14.5,1,"2.5","",NA,FALSE,"3887_6_16D","6","irrigated",TRUE,TRUE
2018,3,18,11,2,"3.7","",NA,FALSE,"3887_6_16D","6","irrigated",TRUE,TRUE
2019,3,21.5,10,2,"3.5","",NA,FALSE,"3887_6_16D","6","irrigated",TRUE,TRUE
2020,5,24,8.6,2,"SOS","",NA,FALSE,"3887_6_16D","6","irrigated",TRUE,TRUE
2021,3,30,14,2,"SOS","",NA,FALSE,"3887_6_16D","6","irrigated",TRUE,TRUE
2022,4,60,10,3,"SOS","",NA,FALSE,"3887_6_16D","6","irrigated",TRUE,TRUE
2023,4,44,17,3,"SOS","",NA,FALSE,"3887_6_16D","6","irrigated",TRUE,TRUE
2017,2,NA,10.5,2,"3","",NA,FALSE,"3888_5_17I","5","drought",TRUE,TRUE
2018,2,10,9,1,"1.7","",NA,FALSE,"3888_5_17I","5","drought",TRUE,TRUE
2019,0,NA,NA,NA,NA,"no plant",NA,FALSE,"3888_5_17I","5","drought",FALSE,FALSE
2020,NA,NA,NA,NA,NA,"",NA,FALSE,"3888_5_17I","5","drought",FALSE,FALSE
2021,0,NA,NA,NA,NA,"NP",NA,FALSE,"3888_5_17I","5","drought",FALSE,FALSE
2022,1,21,12,1,"3.5","Yes plant in 2022","NA; tag modified for gap",TRUE,"3888b_5_17I","5","drought",TRUE,TRUE
2023,5,42,17,3,"SOS","1 dead umbel","NA; tag modified for gap",TRUE,"3888b_5_17I","5","drought",TRUE,TRUE
2017,2,NA,16.5,0,NA,"",NA,FALSE,"3891_2_0J","2","control",TRUE,TRUE
2018,1,17.5,17.5,0,NA,"",NA,FALSE,"3891_2_0J","2","control",TRUE,TRUE
2019,1,18,12,1,"3","",NA,FALSE,"3891_2_0J","2","control",TRUE,TRUE
2020,1,NA,10.5,0,NA,"",NA,FALSE,"3891_2_0J","2","control",TRUE,TRUE
2021,3,NA,13,0,NA,"",NA,FALSE,"3891_2_0J","2","control",TRUE,TRUE
2022,1,22,12.5,1,"4","",NA,FALSE,"3891_2_0J","2","control",TRUE,TRUE
2023,1,30,14,1,"6","didn't track phenology",NA,FALSE,"3891_2_0J","2","control",TRUE,TRUE
2021,3,22.5,13.5,1,"1.5","",NA,FALSE,"3892_15_0B","15","drought",TRUE,TRUE
2022,6,42,21,3,"SOS","",NA,FALSE,"3892_15_0B","15","drought",TRUE,TRUE
2023,8,50,17,3,"SOS","",NA,FALSE,"3892_15_0B","15","drought",TRUE,TRUE
2016,3,NA,4.5,1,"1.5","Dehydrated",NA,FALSE,"3894_15_12G","15","drought",TRUE,TRUE
2017,5,NA,18,2,"2","",NA,FALSE,"3894_15_12G","15","drought",TRUE,TRUE
2018,NA,NA,NA,NA,NA,"no plant no tag",NA,FALSE,"3894_15_12G","15","drought",FALSE,FALSE
2019,0,NA,NA,NA,NA,"found tag, no plant",NA,FALSE,"3894_15_12G","15","drought",FALSE,FALSE
2020,NA,NA,NA,NA,NA,"",NA,FALSE,"3894_15_12G","15","drought",FALSE,FALSE
2021,NA,NA,NA,NA,NA,"NPNT",NA,FALSE,"3894_15_12G","15","drought",FALSE,FALSE
2022,NA,NA,NA,NA,NA,"NPNT",NA,FALSE,"3894_15_12G","15","drought",FALSE,FALSE
2023,NA,NA,NA,NA,NA,"NPNT > 2 years",NA,FALSE,"3894_15_12G","15","drought",FALSE,FALSE
2017,3,NA,8,1,"2","",NA,FALSE,"3896_5_10F","5","drought",TRUE,TRUE
2018,1,12,12,0,NA,"",NA,FALSE,"3896_5_10F","5","drought",TRUE,TRUE
2019,0,NA,NA,NA,NA,"no plant","NA; survival imputed based on subsq. record",TRUE,"3896_5_10F","5","drought",FALSE,TRUE
2020,NA,NA,NA,NA,NA,"","NA; survival imputed based on subsq. record",TRUE,"3896_5_10F","5","drought",FALSE,TRUE
2021,2,NA,16,1,NA,"",NA,FALSE,"3896_5_10F","5","drought",TRUE,TRUE
2022,3,23,12,2,"SOS","",NA,FALSE,"3896_5_10F","5","drought",TRUE,TRUE
2023,3,33,14.5,2,"SOS","1 umbel dead",NA,FALSE,"3896_5_10F","5","drought",TRUE,TRUE
2016,3,NA,6,0,NA,"",NA,FALSE,"3900_15_11F","15","drought",TRUE,TRUE
2017,5,NA,10.5,1,"2.2","",NA,FALSE,"3900_15_11F","15","drought",TRUE,TRUE
2018,3,11,11,0,NA,"",NA,FALSE,"3900_15_11F","15","drought",TRUE,TRUE
2019,0,NA,NA,NA,NA,"","NA; survival imputed based on subsq. record",TRUE,"3900_15_11F","15","drought",FALSE,TRUE
2020,NA,NA,NA,NA,NA,"","NA; survival imputed based on subsq. record",TRUE,"3900_15_11F","15","drought",FALSE,TRUE
2021,3,NA,14,0,NA,"",NA,FALSE,"3900_15_11F","15","drought",TRUE,TRUE
2022,4,29,15,2,"SOS","",NA,FALSE,"3900_15_11F","15","drought",TRUE,TRUE
2023,0,NA,NA,NA,NA,"NP",NA,FALSE,"3900_15_11F","15","drought",FALSE,FALSE
2021,1,NA,12,0,NA,"",NA,FALSE,"3902_1_15J","1","irrigated",TRUE,TRUE
2022,1,NA,20.5,0,NA,"",NA,FALSE,"3902_1_15J","1","irrigated",TRUE,TRUE
2023,2,29,7,1,"8","",NA,FALSE,"3902_1_15J","1","irrigated",TRUE,TRUE
2021,2,NA,11,0,NA,"",NA,FALSE,"3905_2_1D","2","control",TRUE,TRUE
2022,2,NA,13.5,0,NA,"",NA,FALSE,"3905_2_1D","2","control",TRUE,TRUE
2023,0,NA,NA,NA,NA,"NP",NA,FALSE,"3905_2_1D","2","control",FALSE,FALSE
2017,1,NA,7,1,"1.5","",NA,FALSE,"3906_3_1C","3","control",TRUE,TRUE
2018,3,14,14,0,NA,"",NA,FALSE,"3906_3_1C","3","control",TRUE,TRUE
2019,2,15,11,1,"2.5","",NA,FALSE,"3906_3_1C","3","control",TRUE,TRUE
2020,2,NA,12.2,0,NA,"",NA,FALSE,"3906_3_1C","3","control",TRUE,TRUE
2021,2,NA,20.5,0,NA,"",NA,FALSE,"3906_3_1C","3","control",TRUE,TRUE
2022,2,38,17,1,"4","",NA,FALSE,"3906_3_1C","3","control",TRUE,TRUE
2023,2,39,22.5,1,"5.5","",NA,FALSE,"3906_3_1C","3","control",TRUE,TRUE
2017,2,NA,11.5,1,"3.5","",NA,FALSE,"3907_5_16B","5","drought",TRUE,TRUE
2018,0,NA,NA,NA,NA,"no plant",NA,FALSE,"3907_5_16B","5","drought",FALSE,FALSE
2019,0,NA,NA,NA,NA,"no plant",NA,FALSE,"3907_5_16B","5","drought",FALSE,FALSE
2020,NA,NA,NA,NA,NA,"",NA,FALSE,"3907_5_16B","5","drought",FALSE,FALSE
2021,0,NA,NA,NA,NA,"NP",NA,FALSE,"3907_5_16B","5","drought",FALSE,FALSE
2022,0,NA,NA,NA,NA,"NP. Tag pulled",NA,FALSE,"3907_5_16B","5","drought",FALSE,FALSE
2016,6,NA,6.5,0,NA,"",NA,FALSE,"3908_2_8B","2","control",TRUE,TRUE
2017,0,NA,NA,NA,NA,"No plant/dead?",NA,FALSE,"3908_2_8B","2","control",FALSE,FALSE
2018,0,NA,NA,NA,NA,"no plant",NA,FALSE,"3908_2_8B","2","control",FALSE,FALSE
2019,0,NA,NA,NA,NA,"no plant",NA,FALSE,"3908_2_8B","2","control",FALSE,FALSE
2020,NA,NA,NA,NA,NA,"no plant",NA,FALSE,"3908_2_8B","2","control",FALSE,FALSE
2021,0,NA,NA,NA,NA,"NP",NA,FALSE,"3908_2_8B","2","control",FALSE,FALSE
2022,2,NA,19.5,0,NA,"","NA; tag modified for gap",TRUE,"3908b_2_8B","2","control",TRUE,TRUE
2023,1,NA,13,0,NA,"","NA; tag modified for gap",TRUE,"3908b_2_8B","2","control",TRUE,TRUE
2016,10,NA,7.3,2,"3.1","",NA,FALSE,"3913_14_5E","14","drought",TRUE,TRUE
2017,3,NA,20,0,NA,"",NA,FALSE,"3913_14_5E","14","drought",TRUE,TRUE
2018,5,28,13.5,2,"3","",NA,FALSE,"3913_14_5E","14","drought",TRUE,TRUE
2019,2,27,15.5,1,"2.5","",NA,FALSE,"3913_14_5E","14","drought",TRUE,TRUE
2020,NA,NA,NA,NA,NA,"npnt","NA; survival imputed based on subsq. record",TRUE,"3913_14_5E","14","drought",FALSE,TRUE
2021,3,NA,22,0,NA,"",NA,FALSE,"3913_14_5E","14","drought",TRUE,TRUE
2022,4,53,20,2,"SOS","",NA,FALSE,"3913_14_5E","14","drought",TRUE,TRUE
2023,4,49,16,3,"SOS","",NA,FALSE,"3913_14_5E","14","drought",TRUE,TRUE
2016,7,NA,3.6,1,"1.2","","tag mis-entered as 3918 in 2016",TRUE,"3916_6_7C","6","irrigated",TRUE,TRUE
2017,1,NA,26.5,0,NA,"",NA,FALSE,"3916_6_7C","6","irrigated",TRUE,TRUE
2018,2,25,20,1,"3.2","",NA,FALSE,"3916_6_7C","6","irrigated",TRUE,TRUE
2019,3,22,21,1,"4","already seeded",NA,FALSE,"3916_6_7C","6","irrigated",TRUE,TRUE
2020,3,NA,14.5,0,NA,"3918 = correct tag",NA,FALSE,"3916_6_7C","6","irrigated",TRUE,TRUE
2021,4,40.5,21,1,"4","",NA,FALSE,"3916_6_7C","6","irrigated",TRUE,TRUE
2022,0,NA,NA,NA,NA,"NP. 3918 = correct tag",NA,FALSE,"3916_6_7C","6","irrigated",FALSE,FALSE
2023,0,NA,NA,NA,NA,"Tag is actually 3918. NP, tag pulled.",NA,FALSE,"3916_6_7C","6","irrigated",FALSE,FALSE
2019,3,NA,16,0,NA,"",NA,FALSE,"3919_3_0B","3","control",TRUE,TRUE
2020,NA,NA,NA,NA,NA,"no plant","NA; survival imputed based on subsq. record",TRUE,"3919_3_0B","3","control",FALSE,TRUE
2021,1,NA,16,0,NA,"",NA,FALSE,"3919_3_0B","3","control",TRUE,TRUE
2022,1,NA,16,0,NA,"",NA,FALSE,"3919_3_0B","3","control",TRUE,TRUE
2023,2,33.5,27,1,"4.5","",NA,FALSE,"3919_3_0B","3","control",TRUE,TRUE
2016,3,NA,8.4,2,"4","",NA,FALSE,"3926_14_5D","14","drought",TRUE,TRUE
2017,2,NA,20,0,NA,"",NA,FALSE,"3926_14_5D","14","drought",TRUE,TRUE
2018,4,21.5,17.5,1,"3","",NA,FALSE,"3926_14_5D","14","drought",TRUE,TRUE
2019,7,29.5,13.5,3,"4.5","",NA,FALSE,"3926_14_5D","14","drought",TRUE,TRUE
2020,1,NA,13.3,0,NA,"",NA,FALSE,"3926_14_5D","14","drought",TRUE,TRUE
2021,2,NA,18,0,NA,"",NA,FALSE,"3926_14_5D","14","drought",TRUE,TRUE
2022,3,38,18,1,"5","",NA,FALSE,"3926_14_5D","14","drought",TRUE,TRUE
2023,6,35,17,4,"SOS","",NA,FALSE,"3926_14_5D","14","drought",TRUE,TRUE
2017,1,NA,10.5,0,NA,"",NA,FALSE,"3928_14_17B","14","drought",TRUE,TRUE
2018,2,12,12,0,NA,"",NA,FALSE,"3928_14_17B","14","drought",TRUE,TRUE
2019,1,NA,12,0,NA,"",NA,FALSE,"3928_14_17B","14","drought",TRUE,TRUE
