survey.date,plot,coor,tag,no.buds,no.flowers,no.flp,no.seeding,no.dead,notes
5/8/24,14,4I,3432,1,1,0,0,0,
5/16/24,14,4I,3432,1,0,1,0,0,
5/8/24,14,19E,3480,1,0,0,0,0,
5/16/24,14,19E,3480,0,0,1,0,0,
5/8/24,14,19E,RSP,1,0,0,0,0,
5/16/24,14,19E,RSP,0,0,1,0,0,
5/8/24,14,2E,7516,1,0,0,0,0,
5/16/24,14,2E,7516,0,0,1,0,0,
4/3/24,15,8H,3863,1,0,0,0,0,
4/12/24,15,8H,3863,0,1,0,0,0,
4/19/24,15,8H,3863,0,1,0,0,0,
4/25/24,15,8H,3863,1,1,0,0,0,
5/1/24,15,8H,3863,2,0,1,0,0,
5/8/24,15,8H,3863,1,1,0,0,1,
5/16/24,15,8H,3863,0,0,2,0,1,
4/3/24,15,12C,3612,1,0,0,0,0,
4/12/24,15,12C,3612,0,1,0,0,0,
4/19/24,15,12C,3612,1,0,1,0,0,
4/25/24,15,12C,3612,2,0,1,0,0,
5/1/24,15,12C,3612,1,1,0,0,0,"record says ""1F1B0FLP"""
5/8/24,15,12C,3612,0,0,2,0,0,
5/16/24,15,12C,3612,0,0,0,0,3,
4/3/24,15,11A,3354,1,0,0,0,0,
4/12/24,15,11A,3354,1,0,0,0,0,
4/19/24,15,11A,3354,2,1,0,0,0,
4/25/24,15,11A,3354,5,1,0,0,0,
5/1/24,15,11A,3354,5,1,0,0,0,
5/8/24,15,11A,3354,4,2,1,0,0,
5/16/24,15,11A,3354,0,0,2,5,0,
4/3/24,15,15B,3455,1,0,0,0,0,
4/12/24,15,15B,3455,0,1,0,0,0,
4/19/24,15,15B,3455,1,0,0,0,0,"record says ""1B0F 1 lost"""
4/25/24,15,15B,3455,1,0,0,0,0,
5/1/24,15,15B,3455,1,0,0,0,0,
5/8/24,15,15B,3455,1,1,1,0,0,
5/16/24,15,15B,3455,0,0,0,1,0,
4/12/24,15,18E,3491,1,0,0,0,0,
4/19/24,15,18E,3491,1,0,0,0,0,
4/25/24,15,18E,3491,1,0,0,0,0,
5/1/24,15,18E,3491,0,1,0,0,0,
5/8/24,15,18E,3491,1,0,1,0,0,
5/16/24,15,18E,3491,0,1,0,0,1,
4/12/24,15,17G,3738,1,0,0,0,0,
4/19/24,15,17G,3738,2,0,0,0,0,
4/25/24,15,17G,3738,2,0,0,0,0,
5/1/24,15,17G,3738,1,0,1,0,0,
5/8/24,15,17G,3738,1,1,1,0,0,
5/16/24,15,17G,3738,0,1,0,2,0,
4/12/24,15,17I,3384,1,0,0,0,0,
4/19/24,15,17I,3384,2,0,0,0,0,
4/25/24,15,17I,3384,2,0,0,0,0,
5/1/24,15,17I,3384,0,2,0,0,0,
5/8/24,15,17I,3384,2,0,0,0,0,
5/16/24,15,17I,3384,0,1,1,2,0,
4/12/24,15,14D,3493,1,0,0,0,0,
4/19/24,15,14D,3493,4,0,0,0,0,
4/25/24,15,14D,3493,3,1,0,0,0,
5/1/24,15,14D,3493,2,2,0,0,0,
5/8/24,15,14D,3493,1,2,2,0,0,
5/16/24,15,14D,3493,0,0,0,4,1,
4/12/24,15,16C,3116,2,0,0,0,0,
4/19/24,15,16C,3116,2,0,0,0,0,
4/25/24,15,16C,3116,3,0,0,0,0,
5/1/24,15,16C,3116,3,1,0,0,0,
5/8/24,15,16C,3116,1,3,0,0,0,
5/16/24,15,16C,3116,0,1,0,4,0,
4/12/24,15,14F,3489,1,0,0,0,0,
4/19/24,15,14F,3489,1,0,0,0,0,
4/25/24,15,14F,3489,1,1,0,0,0,
5/1/24,15,14F,3489,1,0,1,0,0,
5/8/24,15,14F,3489,0,2,0,0,0,
5/16/24,15,14F,3489,0,0,0,2,0,
4/12/24,15,14G,3377,1,0,0,0,0,
4/19/24,15,14G,3377,0,0,0,0,0,NP
4/25/24,15,14G,3377,0,1,0,0,0,
5/1/24,15,14G,3377,2,0,1,0,0,
5/8/24,15,14G,3377,1,0,1,0,0,
5/16/24,15,14G,3377,0,0,0,2,0,
4/12/24,15,14J,3135,1,0,0,0,0,
4/19/24,15,14J,3135,1,1,0,0,0,
4/25/24,15,14J,3135,3,1,0,0,0,
5/1/24,15,14J,3135,2,1,1,0,0,
5/8/24,15,14J,3135,0,2,1,0,1,
5/16/24,15,14J,3135,1,0,0,3,0,
4/12/24,15,11H,3734,1,0,0,0,0,
4/19/24,15,11H,3734,0,0,0,0,0,"record says ""0B lost"""
4/25/24,15,11H,3734,0,0,0,0,0,one pod
5/1/24,15,11H,3734,1,0,0,0,0,
5/8/24,15,11H,3734,1,0,0,0,0,
5/16/24,15,11H,3734,0,0,1,0,0,
4/12/24,15,11A,3673,1,0,0,0,0,
4/19/24,15,11A,3673,0,1,0,0,0,
4/25/24,15,11A,3673,1,0,1,0,0,
5/1/24,15,11A,3673,1,0,0,1,0,
5/8/24,15,11A,3673,1,0,0,1,0,
5/16/24,15,11A,3673,0,0,0,1,1,
4/12/24,15,12F,3397,1,0,0,0,0,
4/19/24,15,12F,3397,1,0,0,0,0,
4/25/24,15,12F,3397,1,0,0,0,0,
5/1/24,15,12F,3397,3,1,0,0,0,
5/8/24,15,12F,3397,1,2,1,0,0,
5/16/24,15,12F,3397,0,0,3,0,1,
4/12/24,15,12G,3401,2,0,0,0,0,
4/19/24,15,12G,3401,3,0,0,0,0,
4/25/24,15,12G,3401,3,1,0,0,0,
5/1/24,15,12G,3401,3,2,0,0,0,
5/8/24,15,12G,3401,2,1,1,0,0,
5/16/24,15,12G,3401,0,0,0,4,0,
4/12/24,15,10D,3500,1,0,0,0,0,
4/19/24,15,10D,3500,1,0,0,0,0,
4/25/24,15,10D,3500,2,1,0,0,0,
5/1/24,15,10D,3500,2,0,1,0,0,
5/8/24,15,10D,3500,1,1,0,1,0,
5/16/24,15,10D,3500,0,0,0,2,1,
4/12/24,15,5A,3659,1,0,0,0,0,
4/19/24,15,5A,3659,2,0,0,0,0,
4/25/24,15,5A,3659,0,2,0,0,0,
5/1/24,15,5A,3659,1,0,2,0,0,
5/8/24,15,5A,3659,1,0,2,0,1,
5/16/24,15,5A,3659,0,0,1,2,1,
4/12/24,15,0C,3892,1,0,0,0,0,
4/19/24,15,0C,3892,0,1,0,0,0,
4/25/24,15,0C,3892,2,1,0,0,0,broke
5/1/24,15,0C,3892,2,1,0,0,0,
5/8/24,15,0C,3892,0,2,1,0,0,
5/16/24,15,0C,3892,1,0,1,0,0,
4/12/24,15,3E,3065,2,0,0,0,0,
4/19/24,15,3E,3065,5,0,0,0,0,
4/25/24,15,3E,3065,6,1,0,0,0,
5/1/24,15,3E,3065,5,4,0,0,0,
5/8/24,15,3E,3065,4,0,5,0,0,
5/16/24,15,3E,3065,0,0,0,9,0,
4/12/24,15,3H,3052,1,0,0,0,0,
4/19/24,15,3H,3052,1,0,0,0,0,
4/25/24,15,3H,3052,1,1,0,0,0,
5/1/24,15,3H,3052,1,0,1,0,0,
5/8/24,15,3H,3052,1,1,0,0,1,
5/16/24,15,3H,3052,0,0,0,2,1,
4/12/24,15,3G,3341,1,2,0,0,0,
4/19/24,15,3G,3341,1,2,0,0,0,
4/25/24,15,3G,3341,1,3,0,0,0,
5/1/24,15,3G,3341,2,1,2,0,0,
5/8/24,15,3G,3341,1,0,0,2,0,
5/16/24,15,3G,3341,0,0,0,3,0,
4/12/24,15,4I,3417,1,0,0,0,0,
4/19/24,15,4I,3417,0,1,0,0,0,
4/25/24,15,4I,3417,0,1,0,0,0,
5/1/24,15,4I,3417,0,1,1,0,0,
5/8/24,15,4I,3417,1,0,1,0,0,[recording error? Should be D instead of B?]
5/16/24,15,4I,3417,0,0,1,0,1,
4/19/24,15,7A,7598,1,0,0,0,0,
4/25/24,15,7A,7598,1,0,0,0,0,
5/1/24,15,7A,7598,0,1,0,0,0,
5/8/24,15,7A,7598,0,0,1,0,0,
5/16/24,15,7A,7598,0,0,1,0,0,
4/19/24,15,2A,3485,2,0,0,0,0,
4/25/24,15,2A,3485,2,0,0,0,0,
5/1/24,15,2A,3485,2,0,0,0,0,
5/8/24,15,2A,3485,3,0,2,0,0,
5/16/24,15,2A,3485,0,4,0,2,0,
4/19/24,15,2A,RSP,1,0,0,0,0,
4/25/24,15,2A,RSP,1,0,0,0,0,
5/1/24,15,2A,RSP,1,0,0,0,0,
5/8/24,15,2A,RSP,1,0,1,0,0,
5/16/24,15,2A,RSP,0,0,0,0,0,NP
4/19/24,15,0A,3818,2,0,0,0,0,
4/25/24,15,0A,3818,3,2,0,0,0,
5/1/24,15,0A,3818,3,0,2,0,0,
5/8/24,15,0A,3818,3,0,0,0,2,
5/16/24,15,0A,3818,0,0,0,3,2,
4/19/24,15,9H,3014,1,0,0,0,0,
4/25/24,15,9H,3014,1,0,0,0,0,
5/1/24,15,9H,3014,1,1,0,0,0,
5/8/24,15,9H,3014,3,0,1,0,0,
5/16/24,15,9H,3014,1,3,0,1,0,
4/19/24,15,7F,3177,1,0,0,0,0,
4/25/24,15,7F,3177,1,0,0,0,0,
5/1/24,15,7F,3177,2,1,0,0,0,
5/8/24,15,7F,3177,0,1,0,0,0,
5/16/24,15,7F,3177,0,0,0,1,0,
4/19/24,15,7G,3017,1,0,0,0,0,
4/25/24,15,7G,3017,1,0,0,0,0,
5/1/24,15,7G,3017,0,1,0,0,0,
5/8/24,15,7G,3017,1,0,1,0,0,
5/16/24,15,7G,3017,0,0,1,1,0,
4/19/24,15,7F,7657,1,0,0,0,0,
4/25/24,15,7F,7657,1,0,0,0,0,
5/1/24,15,7F,7657,0,1,0,0,0,
5/8/24,15,7F,7657,1,1,0,0,0,
5/16/24,15,7F,7657,0,1,0,1,0,
4/19/24,15,9G,3402,2,0,0,0,0,
4/25/24,15,9G,3402,0,2,0,0,0,
5/1/24,15,9G,3402,1,2,0,0,0,
5/8/24,15,9G,3402,3,0,2,0,0,
5/16/24,15,9G,3402,0,1,0,3,1,
4/19/24,15,2J,3426,1,0,0,0,0,
4/25/24,15,2J,3426,2,1,0,0,0,
5/1/24,15,2J,3426,1,2,0,0,0,
5/8/24,15,2J,3426,1,1,0,0,0,
5/16/24,15,2J,3426,0,0,2,1,1,
4/19/24,15,8J,3882,2,0,0,0,0,
4/25/24,15,8J,3882,2,0,0,0,0,
5/1/24,15,8J,3882,0,2,0,0,0,
5/8/24,15,8J,3882,0,0,1,1,0,
5/16/24,15,8J,3882,0,0,0,2,0,
4/19/24,15,9H,3458,1,0,0,0,0,
4/25/24,15,9H,3458,1,0,0,0,0,
5/1/24,15,9H,3458,0,1,0,0,0,
5/8/24,15,9H,3458,1,0,0,0,0,"record says ""1B0F"""
5/16/24,15,9H,3458,0,0,0,1,1,
4/19/24,15,5F,3479,1,0,0,0,0,
4/25/24,15,5F,3479,0,0,0,0,0,NT
5/1/24,15,5F,3479,1,0,0,0,0,
5/8/24,15,5F,3479,0,1,0,0,0,
5/16/24,15,5F,3479,0,0,0,1,0,
4/19/24,15,12B,3490,1,0,0,0,0,
4/25/24,15,12B,3490,1,0,0,0,0,
5/1/24,15,12B,3490,1,1,0,0,0,
5/8/24,15,12B,3490,2,0,1,0,0,
5/16/24,15,12B,3490,0,0,1,0,2,
4/19/24,15,13D,3737,1,0,0,0,0,
4/25/24,15,13D,3737,1,0,0,0,0,
5/1/24,15,13D,3737,1,0,0,0,0,
5/8/24,15,13D,3737,1,0,1,0,0,
5/16/24,15,13D,3737,0,1,0,1,0,
4/19/24,15,13B,3371,1,0,0,0,0,
4/25/24,15,13B,3371,2,0,0,0,0,
5/1/24,15,13B,3371,1,1,0,0,0,
5/8/24,15,13B,3371,1,1,1,0,0,
5/16/24,15,13B,3371,0,0,1,1,1,
4/19/24,15,14C,3813,1,0,0,0,0,
4/25/24,15,14C,3813,2,0,0,0,0,
5/1/24,15,14C,3813,2,1,0,0,0,
5/8/24,15,14C,3813,2,0,1,0,0,
5/16/24,15,14C,3813,0,0,1,2,0,
4/19/24,15,16B,3498,1,0,0,0,0,
4/25/24,15,16B,3498,1,0,0,0,0,
5/1/24,15,16B,3498,0,1,0,0,0,
5/8/24,15,16B,3498,1,1,0,0,0,
5/16/24,15,16B,3498,0,0,0,1,1,
4/19/24,15,16I,3481,1,0,0,0,0,
4/25/24,15,16I,3481,2,0,0,0,0,
5/1/24,15,16I,3481,1,1,0,0,0,
5/8/24,15,16I,3481,1,1,0,0,0,
5/16/24,15,16I,3481,0,0,0,2,0,
4/19/24,15,14I,3047,3,0,0,0,0,
4/25/24,15,14I,3047,4,0,0,0,0,
5/1/24,15,14I,3047,4,1,0,0,0,
5/8/24,15,14I,3047,5,1,0,0,0,
5/16/24,15,14I,3047,0,0,1,3,1,
4/25/24,15,6A,7593,1,0,0,0,0,
5/1/24,15,6A,7593,2,0,0,0,0,
5/8/24,15,6A,7593,2,0,0,0,0,
5/16/24,15,6A,7593,0,0,1,1,0,
4/25/24,15,6F,3881,1,0,0,0,0,
5/1/24,15,6F,3881,1,0,0,0,0,
5/8/24,15,6F,3881,0,1,0,0,0,
5/16/24,15,6F,3881,0,1,0,1,0,
4/25/24,15,6I,3068,1,0,0,0,0,
5/1/24,15,6I,3068,1,0,0,0,0,
5/8/24,15,6I,3068,0,1,0,0,0,
5/16/24,15,6I,3068,0,1,0,1,0,
4/25/24,15,9F,3774,1,0,0,0,0,
5/1/24,15,9F,3774,1,0,0,0,0,
5/8/24,15,9F,3774,0,1,0,0,0,
5/16/24,15,9F,3774,0,0,0,1,0,
4/25/24,15,14G,3757,2,1,0,0,0,
5/1/24,15,14G,3757,1,2,0,0,0,
5/8/24,15,14G,3757,1,2,0,2,0,
5/16/24,15,14G,3757,0,0,0,1,0,
4/25/24,15,12G,BTP,1,0,0,0,0,
5/1/24,15,12G,BTP,0,1,0,0,0,
5/8/24,15,12G,BTP,0,0,1,0,0,
5/16/24,15,12G,BTP,0,0,0,1,0,
4/25/24,15,12H,3297,1,0,0,0,0,
5/1/24,15,12H,3297,0,1,0,0,0,
5/8/24,15,12H,3297,0,1,0,0,0,
5/16/24,15,12H,3297,0,0,0,1,0,
4/25/24,15,15H,3581,1,0,0,0,0,
5/1/24,15,15H,3581,2,0,0,0,0,
5/8/24,15,15H,3581,1,1,0,0,0,
5/16/24,15,15H,3581,0,0,1,1,0,
4/25/24,15,16H,3436,1,0,0,0,0,
5/1/24,15,16H,3436,0,1,0,0,0,
5/8/24,15,16H,3436,0,0,1,0,0,
5/16/24,15,16H,3436,0,0,0,1,0,
4/25/24,15,16G,3395,1,0,0,0,0,
5/1/24,15,16G,3395,0,1,0,0,0,
5/8/24,15,16G,3395,1,0,1,0,0,
5/16/24,15,16G,3395,0,1,0,0,1,
4/25/24,15,16G,3686,2,0,0,0,0,
5/1/24,15,16G,3686,1,0,0,0,0,1 broke [is dead?]
5/8/24,15,16G,3686,0,1,0,0,0,
5/16/24,15,16G,3686,0,0,0,1,0,
4/25/24,15,19B,3372,1,0,0,0,0,
5/1/24,15,19B,3372,1,0,0,0,0,
5/8/24,15,19B,3372,1,1,0,0,0,
5/16/24,15,19B,3372,0,2,0,1,0,
4/25/24,15,18A,3457,1,0,0,0,0,
5/1/24,15,18A,3457,2,0,0,0,0,
5/8/24,15,18A,3457,0,2,0,0,0,
5/16/24,15,18A,3457,0,1,0,2,0,
5/1/24,15,1I,3423,1,0,0,0,0,
5/8/24,15,1I,3423,1,0,0,0,0,
5/16/24,15,1I,3423,0,0,1,0,0,
5/1/24,15,1J,3063,1,0,0,0,0,
5/8/24,15,1J,3063,0,1,0,0,0,
5/16/24,15,1J,3063,0,0,0,1,0,
5/1/24,15,0J,BSP,1,0,0,0,0,
5/8/24,15,0J,BSP,1,0,0,0,0,
5/16/24,15,0J,BSP,0,0,1,0,0,
5/1/24,15,4J,7655,3,0,0,0,0,
5/8/24,15,4J,7655,1,0,1,0,0,
5/16/24,15,4J,7655,0,0,1,1,0,
5/1/24,15,5J,3332,1,0,0,0,0,
5/8/24,15,5J,3332,1,0,0,0,0,
5/16/24,15,5J,3332,0,0,0,1,0,
5/1/24,15,5I,3095,3,0,0,0,0,
5/8/24,15,5I,3095,3,0,0,0,0,
5/16/24,15,5I,3095,0,1,1,1,0,
5/1/24,15,19C,3766,2,0,0,0,0,
5/8/24,15,19C,3766,2,0,0,0,0,
5/16/24,15,19C,3766,0,1,1,0,0,
5/1/24,15,13G,3076,1,0,0,0,0,
5/8/24,15,13G,3076,0,0,1,0,0,
5/16/24,15,13G,3076,0,0,0,1,0,
5/8/24,15,16C,3446,1,0,0,0,0,
5/16/24,15,16C,3446,0,1,0,0,0,
5/8/24,15,17A,3391,1,0,0,0,0,
5/16/24,15,17A,3391,0,0,0,0,0,NP
